"ID";"Name";"NumberOfPersons";"global_id";"Year";"Month";
"787";"Евдокия";"8";"62368071";"2015";"август";
"788";"Лада";"8";"62368072";"2015";"август";
"789";"Мариам";"8";"62368073";"2015";"август";
"790";"Марта";"8";"62368074";"2015";"август";
"791";"Мира";"8";"62368075";"2015";"август";
"792";"Наталья";"8";"62368076";"2015";"август";
"793";"Пелагея";"8";"62368077";"2015";"август";
"794";"Раяна";"8";"62368078";"2015";"август";
"795";"Тамара";"8";"62368079";"2015";"август";
"796";"Аглая";"7";"62368080";"2015";"август";
"797";"Лидия";"7";"62368081";"2015";"август";
"798";"Лина";"7";"62368082";"2015";"август";
"799";"Медина";"7";"62368083";"2015";"август";
"800";"Мелания";"7";"62368084";"2015";"август";
"801";"Мария";"305";"62368085";"2015";"сентябрь";
"802";"София";"252";"62368086";"2015";"сентябрь";
"803";"Анна";"244";"62368087";"2015";"сентябрь";
"804";"Виктория";"223";"62368088";"2015";"сентябрь";
"805";"Алиса";"189";"62368089";"2015";"сентябрь";
"806";"Анастасия";"188";"62368090";"2015";"сентябрь";
"807";"Полина";"184";"62368091";"2015";"сентябрь";
"808";"Елизавета";"180";"62368092";"2015";"сентябрь";
"809";"Дарья";"167";"62368093";"2015";"сентябрь";
"810";"Ксения";"153";"62368094";"2015";"сентябрь";
"811";"Арина";"146";"62368095";"2015";"сентябрь";
"812";"Варвара";"140";"62368096";"2015";"сентябрь";
"813";"Александра";"134";"62368097";"2015";"сентябрь";
"814";"Екатерина";"130";"62368098";"2015";"сентябрь";
"815";"Василиса";"126";"62368099";"2015";"сентябрь";
"816";"Валерия";"114";"62368100";"2015";"сентябрь";
"817";"Софья";"109";"62368101";"2015";"сентябрь";
"818";"Вероника";"107";"62368102";"2015";"сентябрь";
"819";"Милана";"103";"62368103";"2015";"сентябрь";
"820";"Ева";"101";"62368104";"2015";"сентябрь";
"821";"Вера";"85";"62368105";"2015";"сентябрь";
"822";"Кристина";"73";"62368106";"2015";"сентябрь";
"823";"Ульяна";"72";"62368108";"2015";"сентябрь";
"824";"Кира";"70";"62368109";"2015";"сентябрь";
"825";"Диана";"68";"62368110";"2015";"сентябрь";
"826";"Алёна";"62";"62368111";"2015";"сентябрь";
"827";"Маргарита";"62";"62368112";"2015";"сентябрь";
"828";"Алина";"59";"62368113";"2015";"сентябрь";
"829";"Мирослава";"46";"62368114";"2015";"сентябрь";
"830";"Амина";"42";"62368115";"2015";"сентябрь";
"831";"Таисия";"41";"62368117";"2015";"сентябрь";
"832";"Юлия";"40";"62368118";"2015";"сентябрь";
"833";"Ангелина";"39";"62368119";"2015";"сентябрь";
"834";"Ольга";"39";"62368120";"2015";"сентябрь";
"835";"Ирина";"34";"62368121";"2015";"сентябрь";
"836";"Татьяна";"33";"62368122";"2015";"сентябрь";
"837";"Яна";"33";"62368123";"2015";"сентябрь";
"838";"Евгения";"32";"62368125";"2015";"сентябрь";
"839";"Стефания";"29";"62368126";"2015";"сентябрь";
"840";"Злата";"27";"62368127";"2015";"сентябрь";
"841";"Сафия";"27";"62368128";"2015";"сентябрь";
"842";"Марьям";"25";"62368129";"2015";"сентябрь";
"843";"Любовь";"24";"62368130";"2015";"сентябрь";
"844";"Милена";"24";"62368131";"2015";"сентябрь";
"845";"Елена";"23";"62368133";"2015";"сентябрь";
"846";"Эмилия";"23";"62368134";"2015";"сентябрь";
"847";"Лидия";"22";"62368135";"2015";"сентябрь";
"848";"Ярослава";"22";"62368136";"2015";"сентябрь";
"849";"Марина";"20";"62368137";"2015";"сентябрь";
"850";"Элина";"18";"62368138";"2015";"сентябрь";
"851";"Надежда";"17";"62368139";"2015";"сентябрь";
"852";"Амелия";"15";"62368141";"2015";"сентябрь";
"853";"Агата";"15";"62368142";"2015";"сентябрь";
"854";"Есения";"15";"62368143";"2015";"сентябрь";
"855";"Майя";"15";"62368144";"2015";"сентябрь";
"856";"Анфиса";"14";"62368145";"2015";"сентябрь";
"857";"Дарина";"14";"62368146";"2015";"сентябрь";
"858";"Олеся";"14";"62368147";"2015";"сентябрь";
"859";"Светлана";"14";"62368148";"2015";"сентябрь";
"860";"Фатима";"14";"62368149";"2015";"сентябрь";
"861";"Ясмина";"14";"62368150";"2015";"сентябрь";
"862";"Агния";"13";"62368151";"2015";"сентябрь";
"863";"Каролина";"13";"62368152";"2015";"сентябрь";
"864";"Наталья";"13";"62368153";"2015";"сентябрь";
"865";"Аделина";"12";"62368154";"2015";"сентябрь";
"866";"Лилия";"12";"62368155";"2015";"сентябрь";
"867";"Мила";"12";"62368156";"2015";"сентябрь";
"868";"Ника";"12";"62368157";"2015";"сентябрь";
"869";"Нина";"12";"62368158";"2015";"сентябрь";
"870";"Аиша";"11";"62368159";"2015";"сентябрь";
"871";"Амира";"11";"62368160";"2015";"сентябрь";
"872";"Ариана";"11";"62368161";"2015";"сентябрь";
"873";"Виолетта";"11";"62368162";"2015";"сентябрь";
"874";"Евдокия";"11";"62368163";"2015";"сентябрь";
"875";"Камила";"11";"62368164";"2015";"сентябрь";
"876";"Карина";"11";"62368165";"2015";"сентябрь";
"877";"Мадина";"11";"62368166";"2015";"сентябрь";
"878";"Николь";"11";"62368167";"2015";"сентябрь";
"879";"Сабина";"11";"62368168";"2015";"сентябрь";
"880";"Антонина";"10";"62368169";"2015";"сентябрь";
"881";"Зоя";"10";"62368170";"2015";"сентябрь";
"882";"Эмма";"10";"62368171";"2015";"сентябрь";
"883";"Камилла";"9";"62368172";"2015";"сентябрь";
"884";"Марта";"9";"62368173";"2015";"сентябрь";
"885";"Серафима";"9";"62368174";"2015";"сентябрь";
"886";"Алия";"8";"62368175";"2015";"сентябрь";
"887";"Евангелина";"8";"62368176";"2015";"сентябрь";
"888";"Марфа";"8";"62368177";"2015";"сентябрь";
"889";"Марьяна";"8";"62368178";"2015";"сентябрь";
"890";"Моника";"8";"62368179";"2015";"сентябрь";
"891";"Оливия";"8";"62368180";"2015";"сентябрь";
"892";"Самира";"8";"62368181";"2015";"сентябрь";
"893";"Сумая";"8";"62368182";"2015";"сентябрь";
"894";"Айлин";"7";"62368183";"2015";"сентябрь";
"895";"Алеся";"7";"62368184";"2015";"сентябрь";
"896";"Владислава";"7";"62368185";"2015";"сентябрь";
"897";"Хадиджа";"7";"62368186";"2015";"сентябрь";
"898";"Эвелина";"7";"62368187";"2015";"сентябрь";
"899";"Анжелика";"6";"62368188";"2015";"сентябрь";
"900";"Валентина";"6";"62368189";"2015";"сентябрь";
"901";"Мария";"291";"62368190";"2015";"октябрь";
"902";"София";"279";"62368191";"2015";"октябрь";
"903";"Анна";"246";"62368192";"2015";"октябрь";
"904";"Елизавета";"207";"62368193";"2015";"октябрь";
"905";"Анастасия";"206";"62368194";"2015";"октябрь";
"906";"Виктория";"196";"62368195";"2015";"октябрь";
"907";"Полина";"193";"62368196";"2015";"октябрь";
"908";"Дарья";"184";"62368197";"2015";"октябрь";
"909";"Александра";"182";"62368198";"2015";"октябрь";
"910";"Алиса";"178";"62368200";"2015";"октябрь";
"911";"Софья";"158";"62368201";"2015";"октябрь";
"912";"Варвара";"150";"62368202";"2015";"октябрь";
"913";"Екатерина";"150";"62368203";"2015";"октябрь";
"914";"Вероника";"140";"62368204";"2015";"октябрь";
"915";"Арина";"135";"62368206";"2015";"октябрь";
"916";"Василиса";"125";"62368207";"2015";"октябрь";
"917";"Валерия";"122";"62368208";"2015";"октябрь";
"918";"Ксения";"115";"62368209";"2015";"октябрь";
"919";"Вера";"95";"62368210";"2015";"октябрь";
"920";"Милана";"95";"62368211";"2015";"октябрь";
"921";"Ева";"94";"62368212";"2015";"октябрь";
"922";"Таисия";"79";"62368213";"2015";"октябрь";
"923";"Кира";"75";"62368214";"2015";"октябрь";
"924";"Ульяна";"70";"62368216";"2015";"октябрь";
"925";"Маргарита";"67";"62368217";"2015";"октябрь";
"926";"Ольга";"57";"62368218";"2015";"октябрь";
"927";"Алина";"51";"62368219";"2015";"октябрь";
"928";"Кристина";"51";"62368220";"2015";"октябрь";
"929";"Алёна";"49";"62368221";"2015";"октябрь";
"930";"Диана";"48";"62368222";"2015";"октябрь";
"931";"Юлия";"45";"62368223";"2015";"октябрь";
"932";"Татьяна";"40";"62368224";"2015";"октябрь";
"933";"Амина";"39";"62368225";"2015";"октябрь";
"934";"Злата";"39";"62368226";"2015";"октябрь";
"935";"Мирослава";"38";"62368227";"2015";"октябрь";
"936";"Евгения";"37";"62368228";"2015";"октябрь";
"937";"Надежда";"34";"62368229";"2015";"октябрь";
"938";"Эмилия";"30";"62368230";"2015";"октябрь";
"939";"Елена";"28";"62368231";"2015";"октябрь";
"940";"Стефания";"28";"62368232";"2015";"октябрь";
"941";"Аделина";"27";"62368233";"2015";"октябрь";
"942";"Есения";"27";"62368234";"2015";"октябрь";
"943";"Ирина";"26";"62368235";"2015";"октябрь";
"944";"Яна";"25";"62368236";"2015";"октябрь";
"945";"Ангелина";"23";"62368237";"2015";"октябрь";
"946";"Майя";"23";"62368238";"2015";"октябрь";
"947";"Сафия";"23";"62368239";"2015";"октябрь";
"948";"Элина";"23";"62368240";"2015";"октябрь";
"949";"Ярослава";"22";"62368241";"2015";"октябрь";
"950";"Марьям";"21";"62368242";"2015";"октябрь";
"951";"Светлана";"21";"62368243";"2015";"октябрь";
"952";"Марина";"20";"62368244";"2015";"октябрь";
"953";"Николь";"20";"62368245";"2015";"октябрь";
"954";"Милена";"19";"62368246";"2015";"октябрь";
"955";"Дарина";"18";"62368247";"2015";"октябрь";
"956";"Агата";"17";"62368248";"2015";"октябрь";
"957";"Любовь";"17";"62368249";"2015";"октябрь";
"958";"Оливия";"17";"62368250";"2015";"октябрь";
"959";"Ясмина";"17";"62368251";"2015";"октябрь";
"960";"Лилия";"16";"62368252";"2015";"октябрь";
"961";"Наталья";"16";"62368254";"2015";"октябрь";
"962";"Олеся";"16";"62368255";"2015";"октябрь";
"963";"Лидия";"15";"62368256";"2015";"октябрь";
"964";"Малика";"15";"62368257";"2015";"октябрь";
"965";"Мила";"15";"62368258";"2015";"октябрь";
"966";"Алисия";"14";"62368259";"2015";"октябрь";
"967";"Антонина";"14";"62368260";"2015";"октябрь";
"968";"Карина";"14";"62368261";"2015";"октябрь";
"969";"Нина";"14";"62368262";"2015";"октябрь";
"970";"Пелагея";"14";"62368263";"2015";"октябрь";
"971";"Владислава";"13";"62368264";"2015";"октябрь";
"972";"Камила";"13";"62368265";"2015";"октябрь";
"973";"Самира";"13";"62368266";"2015";"октябрь";
"974";"Фатима";"13";"62368267";"2015";"октябрь";
"975";"Марьяна";"12";"62368268";"2015";"октябрь";
"976";"Ника";"12";"62368269";"2015";"октябрь";
"977";"Агния";"11";"62368270";"2015";"октябрь";
"978";"Евдокия";"11";"62368271";"2015";"октябрь";
"979";"Марта";"11";"62368272";"2015";"октябрь";
"980";"Тамара";"11";"62368273";"2015";"октябрь";
"981";"Аглая";"10";"62368274";"2015";"октябрь";
"982";"Ариана";"10";"62368275";"2015";"октябрь";
"983";"Камилла";"10";"62368276";"2015";"октябрь";
"984";"Мадина";"10";"62368277";"2015";"октябрь";
"985";"Мия";"10";"62368278";"2015";"октябрь";
"986";"Серафима";"10";"62368279";"2015";"октябрь";
"987";"Эвелина";"10";"62368280";"2015";"октябрь";
"988";"Евангелина";"9";"62368281";"2015";"октябрь";
"989";"Амелия";"8";"62368283";"2015";"октябрь";
"990";"Альбина";"8";"62368284";"2015";"октябрь";
"991";"Аврора";"8";"62368285";"2015";"октябрь";
"992";"Алия";"8";"62368286";"2015";"октябрь";
"993";"Анфиса";"8";"62368288";"2015";"октябрь";
"994";"Виолетта";"8";"62368289";"2015";"октябрь";
"995";"Зоя";"8";"62368290";"2015";"октябрь";
"996";"Лейла";"8";"62368291";"2015";"октябрь";
"997";"Станислава";"8";"62368292";"2015";"октябрь";
"998";"Алеся";"7";"62368293";"2015";"октябрь";
"999";"Амалия";"7";"62368294";"2015";"октябрь";
"1000";"Анисия";"7";"62368295";"2015";"октябрь";
"1001";"Мария";"241";"62368297";"2015";"ноябрь";
"1002";"Анна";"229";"62368298";"2015";"ноябрь";
"1003";"Анастасия";"215";"62368299";"2015";"ноябрь";
"1004";"Елизавета";"214";"62368300";"2015";"ноябрь";
"1005";"София";"211";"62368301";"2015";"ноябрь";
"1006";"Виктория";"206";"62368302";"2015";"ноябрь";
"1007";"Полина";"187";"62368303";"2015";"ноябрь";
"1008";"Алиса";"171";"62368304";"2015";"ноябрь";
"1009";"Дарья";"160";"62368305";"2015";"ноябрь";
"1010";"Екатерина";"160";"62368306";"2015";"ноябрь";
"1011";"Александра";"146";"62368307";"2015";"ноябрь";
"1012";"Варвара";"140";"62368308";"2015";"ноябрь";
"1013";"Арина";"133";"62368309";"2015";"ноябрь";
"1014";"Ева";"111";"62368310";"2015";"ноябрь";
"1015";"Вероника";"107";"62368311";"2015";"ноябрь";
"1016";"Валерия";"103";"62368312";"2015";"ноябрь";
"1017";"Василиса";"102";"62368313";"2015";"ноябрь";
"1018";"Ксения";"101";"62368314";"2015";"ноябрь";
"1019";"Софья";"96";"62368315";"2015";"ноябрь";
"1020";"Милана";"86";"62368316";"2015";"ноябрь";
"1021";"Ульяна";"76";"62368317";"2015";"ноябрь";
"1022";"Таисия";"68";"62368318";"2015";"ноябрь";
"1023";"Кира";"64";"62368319";"2015";"ноябрь";
"1024";"Вера";"63";"62368320";"2015";"ноябрь";
"1025";"Маргарита";"61";"62368321";"2015";"ноябрь";
"1026";"Алёна";"53";"62368322";"2015";"ноябрь";
"1027";"Алина";"52";"62368323";"2015";"ноябрь";
"1028";"Кристина";"46";"62368324";"2015";"ноябрь";
"1029";"Злата";"45";"62368325";"2015";"ноябрь";
"1030";"Ольга";"44";"62368326";"2015";"ноябрь";
"1031";"Мирослава";"42";"62368327";"2015";"ноябрь";
"1032";"Амина";"40";"62368328";"2015";"ноябрь";
"1033";"Диана";"39";"62368329";"2015";"ноябрь";
"1034";"Ирина";"32";"62368330";"2015";"ноябрь";
"1035";"Юлия";"32";"62368331";"2015";"ноябрь";
"1036";"Стефания";"31";"62368332";"2015";"ноябрь";
"1037";"Марина";"27";"62368333";"2015";"ноябрь";
"1038";"Татьяна";"27";"62368334";"2015";"ноябрь";
"1039";"Ярослава";"25";"62368335";"2015";"ноябрь";
"1040";"Елена";"24";"62368336";"2015";"ноябрь";
"1041";"Евгения";"22";"62368337";"2015";"ноябрь";
"1042";"Марьям";"22";"62368338";"2015";"ноябрь";
"1043";"Надежда";"22";"62368339";"2015";"ноябрь";
"1044";"Элина";"22";"62368340";"2015";"ноябрь";
"1045";"Есения";"21";"62368341";"2015";"ноябрь";
"1046";"Ангелина";"20";"62368343";"2015";"ноябрь";
"1047";"Агата";"19";"62368344";"2015";"ноябрь";
"1048";"Нина";"19";"62368345";"2015";"ноябрь";
"1049";"Сафия";"19";"62368346";"2015";"ноябрь";
"1050";"Светлана";"19";"62368347";"2015";"ноябрь";
"1051";"Аделина";"18";"62368349";"2015";"ноябрь";
"1052";"Николь";"18";"62368350";"2015";"ноябрь";
"1053";"Эмилия";"17";"62368351";"2015";"ноябрь";
"1054";"Яна";"16";"62368352";"2015";"ноябрь";
"1055";"Агния";"15";"62368354";"2015";"ноябрь";
"1056";"Карина";"15";"62368355";"2015";"ноябрь";
"1057";"Ника";"15";"62368356";"2015";"ноябрь";
"1058";"Лилия";"14";"62368357";"2015";"ноябрь";
"1059";"Амира";"13";"62368359";"2015";"ноябрь";
"1060";"Лидия";"13";"62368360";"2015";"ноябрь";
"1061";"Любовь";"13";"62368361";"2015";"ноябрь";
"1062";"Майя";"13";"62368362";"2015";"ноябрь";
"1063";"Милена";"13";"62368363";"2015";"ноябрь";
"1064";"Ясмина";"13";"62368364";"2015";"ноябрь";
"1065";"Амелия";"12";"62368365";"2015";"ноябрь";
"1066";"Антонина";"12";"62368366";"2015";"ноябрь";
"1067";"Зоя";"11";"62368367";"2015";"ноябрь";
"1068";"Мадина";"11";"62368368";"2015";"ноябрь";
"1069";"Малика";"11";"62368369";"2015";"ноябрь";
"1070";"Оливия";"11";"62368370";"2015";"ноябрь";
"1071";"Фатима";"11";"62368371";"2015";"ноябрь";
"1072";"Ариана";"10";"62368372";"2015";"ноябрь";
"1073";"Алия";"10";"62368373";"2015";"ноябрь";
"1074";"Дарина";"10";"62368374";"2015";"ноябрь";
"1075";"Олеся";"10";"62368375";"2015";"ноябрь";
"1076";"Валентина";"9";"62368376";"2015";"ноябрь";
"1077";"Камилла";"9";"62368377";"2015";"ноябрь";
"1078";"Наталья";"9";"62368378";"2015";"ноябрь";
"1079";"Амалия";"8";"62368379";"2015";"ноябрь";
"1080";"Виолетта";"8";"62368381";"2015";"ноябрь";
"1081";"Евдокия";"8";"62368382";"2015";"ноябрь";
"1082";"Мира";"8";"62368383";"2015";"ноябрь";
"1083";"Пелагея";"8";"62368384";"2015";"ноябрь";
"1084";"Сабина";"8";"62368385";"2015";"ноябрь";
"1085";"Тамара";"8";"62368386";"2015";"ноябрь";
"1086";"Анфиса";"7";"62368387";"2015";"ноябрь";
"1087";"Аиша";"7";"62368388";"2015";"ноябрь";
"1088";"Дана";"7";"62368389";"2015";"ноябрь";
"1089";"Лейла";"7";"62368390";"2015";"ноябрь";
"1090";"Луиза";"7";"62368391";"2015";"ноябрь";
"1091";"Марианна";"7";"62368392";"2015";"ноябрь";
"1092";"Мия";"7";"62368393";"2015";"ноябрь";
"1093";"Нелли";"7";"62368394";"2015";"ноябрь";
"1094";"Самира";"7";"62368395";"2015";"ноябрь";
"1095";"Айлин";"6";"62368396";"2015";"ноябрь";
"1096";"Алсу";"6";"62368397";"2015";"ноябрь";
"1097";"Алеся";"6";"62368398";"2015";"ноябрь";
"1098";"Жасмин";"6";"62368399";"2015";"ноябрь";
"1099";"Лиана";"6";"62368400";"2015";"ноябрь";
"1100";"Мила";"6";"62368401";"2015";"ноябрь";
"1101";"Мария
";"257";"64210905";"2015";"декабрь";
"1102";"Анна
";"237";"64212052";"2015";"декабрь";
"1103";"София
";"222";"64212087";"2015";"декабрь";
"1104";"Виктория
";"218";"64212108";"2015";"декабрь";
"1105";"Анастасия
";"209";"64212560";"2015";"декабрь";
"1106";"Варвара
";"209";"64212589";"2015";"декабрь";
"1107";"Екатерина
";"199";"64212663";"2015";"декабрь";
"1108";"Елизавета
";"191";"64212691";"2015";"декабрь";
"1109";"Полина
";"190";"64213389";"2015";"декабрь";
"1110";"Александра
";"174";"64213425";"2015";"декабрь";
"1111";"Алиса
";"171";"64213620";"2015";"декабрь";
"1112";"Дарья
";"160";"64213652";"2015";"декабрь";
"1113";"Ксения
";"124";"64213706";"2015";"декабрь";
"1114";"Софья
";"124";"64213749";"2015";"декабрь";
"1115";"Валерия
";"123";"64213815";"2015";"декабрь";
"1116";"Вероника
";"114";"64213852";"2015";"декабрь";
"1117";"Арина
";"113";"64214324";"2015";"декабрь";
"1118";"Ева
";"111";"64214495";"2015";"декабрь";
"1119";"Василиса
";"102";"64214516";"2015";"декабрь";
"1120";"Милана
";"100";"64214628";"2015";"декабрь";
"1121";"Ульяна
";"96";"64214677";"2015";"декабрь";
"1122";"Кира
";"84";"64214692";"2015";"декабрь";
"1123";"Вера
";"73";"64214776";"2015";"декабрь";
"1124";"Маргарита
";"65";"64214831";"2015";"декабрь";
"1125";"Кристина
";"56";"64214975";"2015";"декабрь";
"1126";"Таисия
";"54";"64215297";"2015";"декабрь";
"1127";"Алёна
";"52";"64215312";"2015";"декабрь";
"1128";"Ольга
";"50";"64215337";"2015";"декабрь";
"1129";"Алина
";"48";"64215363";"2015";"декабрь";
"1130";"Ангелина
";"46";"64215370";"2015";"декабрь";
"1131";"Амина
";"45";"64215387";"2015";"декабрь";
"1132";"Яна
";"39";"64215408";"2015";"декабрь";
"1133";"Диана
";"37";"64215424";"2015";"декабрь";
"1134";"Мирослава
";"37";"64215433";"2015";"декабрь";
"1135";"Стефания
";"36";"64215453";"2015";"декабрь";
"1136";"Юлия
";"36";"64215469";"2015";"декабрь";
"1137";"Татьяна
";"32";"64218237";"2015";"декабрь";
"1138";"Есения
";"31";"64218249";"2015";"декабрь";
"1139";"Злата
";"31";"64218265";"2015";"декабрь";
"1140";"Эмилия
";"30";"64218280";"2015";"декабрь";
"1141";"Аделина
";"27";"64218301";"2015";"декабрь";
"1142";"Элина
";"27";"64218327";"2015";"декабрь";
"1143";"Марьям
";"26";"64218358";"2015";"декабрь";
"1144";"Ярослава
";"26";"64218378";"2015";"декабрь";
"1145";"Евгения
";"25";"64218400";"2015";"декабрь";
"1146";"Николь
";"25";"64218427";"2015";"декабрь";
"1147";"Марина
";"24";"64218467";"2015";"декабрь";
"1148";"Ника
";"24";"64218555";"2015";"декабрь";
"1149";"Милена
";"20";"64218574";"2015";"декабрь";
"1150";"Надежда
";"20";"64218595";"2015";"декабрь";
"1151";"Майя
";"19";"64218604";"2015";"декабрь";
"1152";"Агата
";"18";"64218622";"2015";"декабрь";
"1153";"Дарина
";"18";"64218641";"2015";"декабрь";
"1154";"Сафия
";"18";"64218655";"2015";"декабрь";
"1155";"Елена
";"17";"64218665";"2015";"декабрь";
"1156";"Ясмина
";"17";"64218681";"2015";"декабрь";
"1157";"Ирина
";"16";"64218701";"2015";"декабрь";
"1158";"Олеся
";"16";"64218727";"2015";"декабрь";
"1159";"Светлана
";"16";"64218750";"2015";"декабрь";
"1160";"Серафима
";"16";"64218762";"2015";"декабрь";
"1161";"Карина
";"15";"64218781";"2015";"декабрь";
"1162";"Любовь
";"15";"64218802";"2015";"декабрь";
"1163";"Оливия
";"14";"64218811";"2015";"декабрь";
"1164";"Лилия
";"13";"64218824";"2015";"декабрь";
"1165";"Нина
";"13";"64218839";"2015";"декабрь";
"1166";"Амелия
";"12";"64218860";"2015";"декабрь";
"1167";"Антонина
";"12";"64218879";"2015";"декабрь";
"1168";"Малика
";"12";"64218898";"2015";"декабрь";
"1169";"Марта
";"12";"64218924";"2015";"декабрь";
"1170";"Марьяна
";"12";"64218932";"2015";"декабрь";
"1171";"Мила
";"12";"64218952";"2015";"декабрь";
"1172";"Амира
";"11";"64218976";"2015";"декабрь";
"1173";"Агния
";"11";"64218989";"2015";"декабрь";
"1174";"Ариана
";"11";"64219005";"2015";"декабрь";
"1175";"Валентина
";"11";"64219021";"2015";"декабрь";
"1176";"Василина
";"10";"64219092";"2015";"декабрь";
"1177";"Камила
";"10";"64219110";"2015";"декабрь";
"1178";"Каролина
";"10";"64219123";"2015";"декабрь";
"1179";"Лидия
";"10";"64219143";"2015";"декабрь";
"1180";"Эвелина
";"10";"64219155";"2015";"декабрь";
"1181";"Алия
";"9";"64219184";"2015";"декабрь";
"1182";"Адель
";"9";"64219195";"2015";"декабрь";
"1183";"Владислава
";"9";"64219216";"2015";"декабрь";
"1184";"Зоя
";"9";"64219238";"2015";"декабрь";
"1185";"Камилла
";"9";"64219254";"2015";"декабрь";
"1186";"Людмила
";"9";"64219264";"2015";"декабрь";
"1187";"Наталья
";"9";"64219401";"2015";"декабрь";
"1188";"Самира
";"9";"64219411";"2015";"декабрь";
"1189";"Фатима
";"9";"64219425";"2015";"декабрь";
"1190";"Аиша
";"8";"64219441";"2015";"декабрь";
"1191";"Виолетта
";"8";"64219457";"2015";"декабрь";
"1192";"Милослава
";"8";"64219498";"2015";"декабрь";
"1193";"Нелли
";"8";"64219516";"2015";"декабрь";
"1194";"Сабина
";"8";"64219527";"2015";"декабрь";
"1195";"Анисия
";"7";"64219540";"2015";"декабрь";
"1196";"Аниса
";"7";"64219561";"2015";"декабрь";
"1197";"Аглая
";"7";"64219577";"2015";"декабрь";
"1198";"Алсу
";"7";"64219589";"2015";"декабрь";
"1199";"Мадина
";"7";"64219601";"2015";"декабрь";
"1200";"Марианна
";"7";"64219617";"2015";"декабрь";
"1201";"Мария
";"248";"64513388";"2016";"январь";
"1202";"София
";"210";"64513391";"2016";"январь";
"1203";"Анастасия
";"201";"64513392";"2016";"январь";
"1204";"Полина
";"188";"64513393";"2016";"январь";
"1205";"Варвара
";"166";"64513398";"2016";"январь";
"1206";"Алиса
";"165";"64522518";"2016";"январь";
"1207";"Анна
";"163";"64522602";"2016";"январь";
"1208";"Александра
";"161";"64522658";"2016";"январь";
"1209";"Виктория
";"158";"64522708";"2016";"январь";
"1210";"Ксения
";"156";"64522755";"2016";"январь";
"1211";"Елизавета
";"148";"64522812";"2016";"январь";
"1212";"Дарья
";"141";"64523348";"2016";"январь";
"1213";"Екатерина
";"136";"64533469";"2016";"январь";
"1214";"Арина
";"135";"64534070";"2016";"январь";
"1215";"Софья
";"121";"64534071";"2016";"январь";
"1216";"Василиса
";"112";"64534072";"2016";"январь";
"1217";"Милана
";"99";"64534073";"2016";"январь";
"1218";"Вероника
";"87";"64534074";"2016";"январь";
"1219";"Валерия
";"84";"64534075";"2016";"январь";
"1220";"Ева
";"78";"64534076";"2016";"январь";
"1221";"Ульяна
";"74";"64534077";"2016";"январь";
"1222";"Кира
";"71";"64534078";"2016";"январь";
"1223";"Вера
";"61";"64534079";"2016";"январь";
"1224";"Татьяна
";"53";"64534080";"2016";"январь";
"1225";"Таисия
";"52";"64534081";"2016";"январь";
"1226";"Маргарита
";"51";"64534082";"2016";"январь";
"1227";"Алёна
";"47";"64534083";"2016";"январь";
"1228";"Юлия
";"46";"64534084";"2016";"январь";
"1229";"Кристина
";"45";"64534485";"2016";"январь";
"1230";"Алина
";"42";"64534886";"2016";"январь";
"1231";"Диана
";"42";"64534887";"2016";"январь";
"1232";"Амина
";"37";"64534888";"2016";"январь";
"1233";"Мирослава
";"37";"64534889";"2016";"январь";
"1234";"Ольга
";"37";"64535458";"2016";"январь";
"1235";"Ангелина
";"35";"64535500";"2016";"январь";
"1236";"Евгения
";"30";"64535815";"2016";"январь";
"1237";"Стефания
";"27";"64535857";"2016";"январь";
"1238";"Яна
";"26";"64535901";"2016";"январь";
"1239";"Есения
";"25";"64535972";"2016";"январь";
"1240";"Злата
";"25";"64536013";"2016";"январь";
"1241";"Елена
";"24";"64536060";"2016";"январь";
"1242";"Ирина
";"23";"64536100";"2016";"январь";
"1243";"Аделина
";"22";"64536148";"2016";"январь";
"1244";"Агата
";"21";"64536656";"2016";"январь";
"1245";"Эмилия
";"20";"64536734";"2016";"январь";
"1246";"Николь
";"19";"64536780";"2016";"январь";
"1247";"Элина
";"19";"64536869";"2016";"январь";
"1248";"Майя
";"18";"64536910";"2016";"январь";
"1249";"Надежда
";"18";"64537053";"2016";"январь";
"1250";"Марина
";"17";"64537099";"2016";"январь";
"1251";"Сафия
";"17";"64537109";"2016";"январь";
"1252";"Дарина
";"16";"64537111";"2016";"январь";
"1253";"Ярослава
";"16";"64537162";"2016";"январь";
"1254";"Агния
";"15";"64540926";"2016";"январь";
"1255";"Нина
";"15";"64540927";"2016";"январь";
"1256";"Айлин
";"14";"64540928";"2016";"январь";
"1257";"Зоя
";"14";"64540929";"2016";"январь";
"1258";"Серафима
";"14";"64540930";"2016";"январь";
"1259";"Ясмина
";"14";"64540931";"2016";"январь";
"1260";"Лидия
";"13";"64540932";"2016";"январь";
"1261";"Аиша
";"12";"64540933";"2016";"январь";
"1262";"Лилия
";"12";"64540934";"2016";"январь";
"1263";"Марианна
";"12";"64540961";"2016";"январь";
"1264";"Милена
";"12";"64541542";"2016";"январь";
"1265";"Ника
";"12";"64541543";"2016";"январь";
"1266";"Раяна
";"12";"64541544";"2016";"январь";
"1267";"Светлана
";"12";"64541545";"2016";"январь";
"1268";"Антонина
";"11";"64541546";"2016";"январь";
"1269";"Камилла
";"11";"64541547";"2016";"январь";
"1270";"Сабина
";"11";"64541548";"2016";"январь";
"1271";"Самира
";"11";"64541549";"2016";"январь";
"1272";"Аглая
";"10";"64541550";"2016";"январь";
