contract_id;age;gender;children;profession;customer_type;multiple_cars;driving_licence_years;car_category;annual_kilometers;gearbox;fuel;claim
9933;20;Woman;4 and more;Retired;On-line;No;2;SUV;24806;Automatic;Diesel;No
9934;33;Woman;4 and more;Public Sector - Employee;Agency;Yes;15;Sedan;30943;Automatic;Petrol;No
9935;47;Woman;4 and more;Independant;On-line;Yes;13;SUV;32944;Automatic;Diesel;No
9936;25;Woman;0;Retired;Agency;No;7;Sport;26069;Automatic;Diesel;No
9937;30;Man;2;Private Sector - Employee;On-line;No;8;SUV;38515;Automatic;Diesel;No
9938;53;Woman;2;Private Sector - Manager;Agency;No;18;SUV;24804;Automatic;Diesel;No
9939;51;Woman;0;Private Sector - Employee;Agency;No;13;Sedan;18248;Automatic;Petrol;No
9941;72;Woman;1;Independant;Agency;No;3;SUV;28634;Automatic;Petrol;No
9942;57;Woman;2;Private Sector - Manager;On-line;No;14;SUV;18872;Automatic;Petrol;No
9944;56;Man;4 and more;Public Sector - Director;Agency;Yes;21;Sedan;27713;Manual;Petrol;No
9945;75;Woman;4 and more;Independant;On-line;No;9;SUV;19033;Automatic;Diesel;No
9946;62;Man;2;Public Sector - Manager;Agency;Yes;18;SUV;14912;Automatic;Petrol;No
9947;18;Man;4 and more;Retired;Agency;No;0;SUV;21448;Manual;Petrol;No
9948;81;Woman;0;Independant;Agency;No;5;Sedan;18094;Manual;Diesel;No
9949;47;Woman;2;Independant;Agency;Yes;12;SUV;45188;Automatic;Diesel;No
9950;53;Man;4 and more;Student;Agency;No;13;SUV;18202;Automatic;Diesel;No
9951;55;Woman;0;Public Sector - Manager;Agency;No;13;Sport;19973;Manual;Petrol;No
9952;46;Woman;4 and more;Student;Agency;Yes;17;SUV;41772;Automatic;Diesel;No
9954;23;Man;1;Public Sector - Employee;Agency;No;5;Sport;25849;Automatic;Diesel;No
9956;66;Man;2;Independant;Agency;No;9;Sport;35897;Automatic;Diesel;No
9957;47;Woman;1;Public Sector - Employee;Agency;Yes;16;Sedan;22729;Automatic;Diesel;No
9958;61;Man;4 and more;Public Sector - Director;Agency;No;17;SUV;23038;Manual;Diesel;No
9959;22;Woman;4 and more;Private Sector - Manager;Agency;No;4;Sport;28229;Automatic;Petrol;No
9960;86;Man;2;Public Sector - Director;Agency;No;6;Sedan;37051;Automatic;Petrol;No
9961;54;Man;2;Independant;On-line;No;16;Sport;45330;Automatic;Diesel;Yes
9962;36;Man;0;Student;Agency;No;5;SUV;23687;Automatic;Diesel;Yes
9964;36;Man;1;Independant;Agency;No;18;Sedan;24502;Automatic;Diesel;No
9965;43;Man;2;Independant;Agency;No;22;SUV;20151;Automatic;Petrol;No
9966;54;Man;1;Government;Agency;No;21;Sedan;32344;Automatic;Diesel;No
9967;56;Woman;4 and more;Private Sector - Employee;Agency;Yes;16;Sport;14511;Automatic;Diesel;No
9968;55;Woman;4 and more;Government;Agency;Yes;3;Sport;21056;Automatic;Diesel;Yes
9969;51;Man;0;Public Sector - Manager;On-line;No;4;SUV;26051;Manual;Diesel;Yes
9971;80;Man;1;Public Sector - Manager;Agency;Yes;6;Sedan;21649;Automatic;Diesel;Yes
9972;32;Woman;2;Private Sector - Director;Agency;No;8;SUV;41128;Manual;Petrol;No
9973;30;Woman;4 and more;Private Sector - Director;Agency;No;12;Sport;48756;Automatic;Diesel;No
9974;51;Woman;0;Unemployed;Agency;No;7;Sedan;16433;Automatic;Diesel;No
9976;30;Woman;2;Government;Agency;No;12;Sport;20009;Automatic;Petrol;Yes
9977;49;Woman;4 and more;Independant;Agency;No;5;SUV;29750;Automatic;Diesel;No
9978;34;Man;4 and more;Unemployed;Agency;No;12;Sport;20420;Automatic;Petrol;Yes
9979;77;Woman;1;Government;Agency;No;8;Sport;31746;Automatic;Diesel;No
9981;81;Man;0;Private Sector - Director;Agency;No;10;Sport;33474;Manual;Petrol;No
9982;50;Man;4 and more;Public Sector - Employee;Agency;No;12;SUV;20663;Manual;Diesel;No
9983;58;Man;4 and more;Private Sector - Manager;Agency;No;13;Sport;24250;Automatic;Diesel;No
9984;50;Woman;0;Government;Agency;No;10;Sedan;18700;Automatic;Petrol;No
9985;54;Man;0;Public Sector - Director;Agency;Yes;4;Sport;47190;Automatic;Petrol;No
9987;53;Man;3;Student;Agency;No;15;SUV;34391;Manual;Petrol;No
9988;31;Woman;4 and more;Student;Agency;No;13;Sedan;16438;Automatic;Petrol;No
9989;18;Man;1;Student;Agency;No;0;SUV;23185;Automatic;Diesel;No
9992;28;Woman;1;Student;Agency;No;10;Sedan;18791;Automatic;Diesel;No
9993;18;Man;0;Independant;Agency;No;0;SUV;29782;Automatic;Petrol;Yes
9995;67;Woman;2;Government;Agency;No;13;SUV;31768;Automatic;Diesel;No
9996;69;Woman;1;Unemployed;Agency;Yes;12;Sedan;18747;Manual;Petrol;No
9998;43;Woman;2;Independant;On-line;Yes;6;Sport;47038;Automatic;Diesel;No
9999;30;Woman;4 and more;Private Sector - Manager;Agency;No;7;Sedan;32435;Manual;Petrol;No
10000;65;Man;1;Public Sector - Director;On-line;Yes;18;Sport;12654;Automatic;Petrol;No
7284;42;Man;1;Independant;Agency;No;12;Sedan;13971;Automatic;Petrol;No
7285;50;Woman;4 and more;Private Sector - Director;Agency;Yes;22;Sedan;41507;Manual;Diesel;No
7287;46;Man;3;Student;Agency;Yes;6;Sedan;41403;Automatic;Diesel;No
7288;36;Woman;4 and more;Private Sector - Director;On-line;Yes;3;Sport;28059;Automatic;Diesel;No
7289;37;Woman;4 and more;Private Sector - Director;On-line;Yes;9;Sedan;15860;Manual;Diesel;No
7290;62;Man;1;Independant;On-line;No;4;SUV;21537;Automatic;Petrol;No
7291;39;Woman;0;Independant;Agency;No;16;Sedan;25963;Automatic;Petrol;No
7292;20;Woman;1;Student;Agency;No;2;SUV;22131;Automatic;Diesel;Yes
7293;45;Woman;2;Public Sector - Employee;Agency;Yes;4;Sedan;29673;Automatic;Diesel;No
7294;79;Woman;0;Private Sector - Manager;On-line;No;5;Sedan;33446;Automatic;Diesel;No
7295;48;Man;4 and more;Independant;On-line;Yes;16;Sedan;28213;Automatic;Diesel;No
7296;56;Woman;4 and more;Independant;Agency;No;7;Sport;35453;Automatic;Diesel;No
7297;67;Man;0;Retired;Agency;No;16;Sedan;26042;Automatic;Diesel;No
7298;50;Man;4 and more;Independant;Agency;No;7;Sedan;25045;Manual;Petrol;No
7301;44;Woman;4 and more;Private Sector - Director;Agency;Yes;3;Sedan;12802;Automatic;Petrol;No
7303;69;Woman;0;Independant;Agency;No;17;SUV;19441;Automatic;Diesel;Yes
7306;48;Woman;4 and more;Private Sector - Director;On-line;Yes;9;Sedan;16943;Automatic;Petrol;No
7307;59;Woman;4 and more;Retired;Agency;Yes;14;Sport;27331;Automatic;Diesel;No
7308;30;Woman;3;Public Sector - Manager;Agency;No;12;Sedan;22873;Manual;Diesel;No
7309;76;Man;1;Unemployed;Agency;No;21;Sport;24380;Manual;Diesel;Yes
7310;79;Woman;1;Student;Agency;Yes;16;Sport;28401;Manual;Petrol;No
7312;70;Man;2;Retired;Agency;No;7;Sport;19148;Automatic;Petrol;No
7313;43;Man;1;Independant;Agency;Yes;8;Sedan;21466;Manual;Diesel;No
7314;66;Man;4 and more;Private Sector - Employee;Agency;Yes;6;Sport;18536;Manual;Diesel;No
7315;73;Woman;4 and more;Public Sector - Manager;Agency;No;9;Sport;24982;Automatic;Petrol;No
7317;67;Woman;0;Independant;On-line;No;12;SUV;20373;Manual;Diesel;Yes
7319;18;Woman;4 and more;Unemployed;Agency;No;0;Sedan;18042;Automatic;Petrol;No
7320;51;Man;4 and more;Public Sector - Employee;On-line;Yes;12;SUV;20089;Manual;Petrol;No
7321;37;Woman;2;Private Sector - Director;Agency;No;18;SUV;32163;Automatic;Diesel;No
7323;54;Woman;2;Unemployed;Agency;No;8;Sport;20017;Automatic;Diesel;No
7324;55;Woman;1;Private Sector - Manager;On-line;No;10;Sedan;38639;Automatic;Diesel;No
7325;47;Woman;4 and more;Unemployed;Agency;No;10;SUV;20945;Automatic;Petrol;No
7326;50;Man;2;Retired;Agency;No;7;SUV;26180;Automatic;Diesel;No
7327;55;Man;1;Public Sector - Manager;Agency;Yes;10;Sedan;29475;Manual;Petrol;No
7329;50;Woman;1;Public Sector - Employee;Agency;No;6;SUV;23755;Manual;Diesel;No
7330;39;Man;3;Independant;Agency;Yes;19;Sedan;17906;Automatic;Petrol;No
7331;51;Woman;0;Private Sector - Director;On-line;Yes;5;Sport;22965;Manual;Diesel;No
7332;73;Woman;0;Retired;Agency;No;3;Sport;29834;Automatic;Diesel;No
7333;69;Woman;1;Independant;Agency;Yes;9;SUV;28101;Manual;Diesel;No
7334;68;Man;2;Public Sector - Director;On-line;No;22;Sport;19753;Automatic;Diesel;No
7335;25;Woman;2;Private Sector - Director;On-line;Yes;7;Sport;20262;Automatic;Petrol;No
7336;39;Woman;0;Private Sector - Director;On-line;No;7;Sport;19808;Automatic;Diesel;No
7337;57;Man;4 and more;Independant;Agency;No;22;Sedan;25449;Automatic;Diesel;No
7338;39;Woman;3;Public Sector - Director;On-line;No;13;Sedan;23587;Automatic;Diesel;No
7340;52;Man;4 and more;Public Sector - Manager;On-line;Yes;16;Sport;23760;Automatic;Diesel;No
7341;64;Woman;4 and more;Private Sector - Director;Agency;No;17;SUV;23608;Automatic;Diesel;No
7343;54;Woman;4 and more;Public Sector - Employee;Agency;No;14;Sport;27851;Automatic;Diesel;No
7345;48;Woman;2;Public Sector - Employee;Agency;Yes;10;SUV;42199;Automatic;Diesel;No
7346;54;Man;2;Private Sector - Manager;Agency;Yes;21;Sport;30461;Automatic;Diesel;No
7349;51;Man;1;Private Sector - Director;Agency;No;11;SUV;25325;Automatic;Diesel;No
7350;43;Man;1;Unemployed;Agency;Yes;7;SUV;20497;Automatic;Petrol;No
7351;33;Woman;2;Retired;Agency;No;15;Sport;35362;Automatic;Petrol;No
7352;50;Man;0;Government;On-line;Yes;11;Sedan;29656;Automatic;Diesel;No
7354;20;Woman;2;Public Sector - Manager;On-line;No;2;Sport;16137;Manual;Diesel;No
7355;74;Man;2;Retired;Agency;No;10;Sedan;31517;Automatic;Diesel;No
7356;64;Man;2;Government;On-line;No;9;SUV;28343;Manual;Petrol;No
7357;52;Woman;0;Private Sector - Director;On-line;No;13;Sedan;21256;Automatic;Diesel;No
7358;26;Woman;1;Independant;On-line;No;7;Sedan;22359;Automatic;Petrol;No
7359;55;Man;0;Government;Agency;No;15;Sport;22289;Automatic;Diesel;Yes
7360;18;Man;2;Unemployed;Agency;Yes;0;Sedan;26348;Manual;Petrol;No
7361;69;Woman;0;Unemployed;Agency;No;10;SUV;26430;Automatic;Petrol;No
7363;24;Woman;4 and more;Private Sector - Manager;Agency;No;5;Sedan;40305;Automatic;Diesel;No
7365;81;Woman;4 and more;Government;Agency;No;13;SUV;31587;Manual;Diesel;No
7366;24;Woman;4 and more;Private Sector - Director;Agency;No;3;Sedan;23211;Automatic;Diesel;No
7367;44;Man;0;Government;On-line;No;13;SUV;32872;Manual;Diesel;No
7369;69;Woman;4 and more;Private Sector - Director;Agency;No;6;SUV;48535;Automatic;Diesel;No
7370;25;Woman;4 and more;Student;Agency;No;7;Sport;20469;Manual;Petrol;No
7371;40;Woman;4 and more;Private Sector - Director;Agency;Yes;10;Sedan;31067;Manual;Diesel;No
7372;21;Woman;1;Independant;On-line;Yes;3;SUV;38945;Automatic;Petrol;No
7374;30;Man;0;Private Sector - Manager;Agency;No;6;SUV;20169;Automatic;Diesel;Yes
7375;47;Man;2;Unemployed;Agency;No;19;SUV;32825;Automatic;Diesel;No
7376;23;Man;0;Private Sector - Employee;Agency;No;5;Sport;38294;Automatic;Petrol;No
7377;53;Woman;2;Public Sector - Employee;Agency;Yes;11;Sedan;22658;Manual;Diesel;No
7379;38;Woman;2;Private Sector - Employee;Agency;No;12;Sedan;25040;Automatic;Diesel;No
7380;19;Woman;1;Government;Agency;Yes;1;Sedan;12316;Automatic;Diesel;No
7381;45;Man;2;Public Sector - Manager;Agency;No;3;Sedan;35016;Manual;Petrol;No
7383;57;Man;2;Public Sector - Director;Agency;No;11;Sport;37060;Manual;Petrol;No
7384;56;Man;1;Unemployed;On-line;No;5;Sedan;17970;Automatic;Diesel;No
7385;33;Woman;0;Private Sector - Director;Agency;No;6;SUV;18582;Automatic;Diesel;No
7386;64;Woman;3;Independant;Agency;Yes;15;Sedan;31142;Automatic;Petrol;No
7387;50;Man;0;Student;Agency;No;7;SUV;14586;Manual;Petrol;No
7388;52;Man;4 and more;Public Sector - Director;Agency;No;6;Sport;30491;Manual;Diesel;No
7389;71;Woman;4 and more;Retired;On-line;No;14;Sport;20408;Manual;Diesel;No
7391;42;Man;0;Public Sector - Director;On-line;Yes;8;SUV;26338;Automatic;Diesel;No
7392;26;Man;4 and more;Private Sector - Manager;On-line;No;8;Sedan;15982;Automatic;Diesel;No
7393;43;Woman;4 and more;Private Sector - Director;Agency;No;10;SUV;23733;Automatic;Diesel;No
7395;42;Man;4 and more;Retired;Agency;No;6;Sedan;30473;Automatic;Diesel;No
7396;23;Man;1;Unemployed;Agency;No;5;Sport;26614;Automatic;Diesel;No
7397;26;Woman;1;Public Sector - Manager;Agency;No;8;Sport;20967;Automatic;Diesel;No
7398;53;Woman;1;Independant;Agency;No;17;Sedan;27192;Automatic;Petrol;No
7399;67;Man;4 and more;Unemployed;Agency;No;13;Sport;18285;Automatic;Diesel;No
7400;54;Man;2;Private Sector - Director;On-line;No;4;Sport;40684;Automatic;Diesel;No
7402;51;Man;1;Private Sector - Manager;On-line;No;16;SUV;26705;Automatic;Diesel;No
7403;42;Man;1;Public Sector - Manager;Agency;No;13;Sedan;23540;Automatic;Diesel;No
7405;50;Woman;2;Private Sector - Employee;Agency;No;4;Sedan;32807;Manual;Diesel;No
7406;19;Woman;1;Independant;Agency;No;1;Sport;22687;Manual;Diesel;No
7407;72;Man;2;Private Sector - Director;On-line;Yes;9;Sport;21915;Automatic;Diesel;No
7408;80;Woman;1;Independant;Agency;No;6;Sedan;19495;Automatic;Petrol;No
7409;36;Woman;0;Private Sector - Director;Agency;No;5;Sedan;21359;Automatic;Diesel;No
7410;64;Man;4 and more;Government;On-line;Yes;16;Sport;32235;Manual;Diesel;No
7411;50;Man;1;Public Sector - Manager;Agency;Yes;12;SUV;32406;Automatic;Diesel;No
7413;71;Woman;2;Public Sector - Director;Agency;No;13;Sport;21424;Automatic;Diesel;No
7414;20;Woman;4 and more;Student;On-line;Yes;2;Sport;52663;Automatic;Petrol;No
7415;44;Man;4 and more;Independant;Agency;Yes;5;SUV;31905;Automatic;Petrol;No
7416;52;Woman;4 and more;Private Sector - Director;Agency;No;10;Sport;20391;Automatic;Diesel;No
7417;34;Woman;0;Independant;Agency;No;3;Sport;36458;Automatic;Diesel;Yes
7418;42;Man;0;Public Sector - Employee;On-line;No;11;SUV;32231;Manual;Diesel;No
7419;25;Man;4 and more;Government;Agency;No;7;SUV;29938;Automatic;Diesel;No
7420;70;Woman;0;Private Sector - Manager;Agency;No;18;SUV;32376;Manual;Petrol;No
7421;44;Woman;0;Student;On-line;No;4;Sport;25472;Manual;Diesel;No
7422;43;Woman;4 and more;Unemployed;Agency;No;7;SUV;18774;Automatic;Diesel;No
7423;63;Man;4 and more;Private Sector - Director;Agency;No;6;Sport;16063;Manual;Diesel;No
7424;23;Woman;2;Public Sector - Manager;On-line;No;5;SUV;28857;Manual;Diesel;No
7425;20;Woman;4 and more;Student;Agency;Yes;2;SUV;19596;Manual;Diesel;No
7426;74;Man;1;Independant;Agency;No;21;Sedan;21898;Automatic;Diesel;No
7427;55;Man;1;Public Sector - Manager;Agency;No;19;Sedan;48907;Automatic;Diesel;Yes
7428;27;Woman;1;Unemployed;On-line;Yes;8;SUV;20531;Manual;Diesel;No
7429;29;Woman;2;Independant;Agency;No;11;Sport;35944;Automatic;Diesel;Yes
7430;74;Man;4 and more;Student;On-line;Yes;4;Sport;21870;Automatic;Diesel;No
7431;40;Man;4 and more;Unemployed;Agency;No;7;Sport;15570;Automatic;Diesel;No
7432;35;Woman;4 and more;Public Sector - Director;Agency;Yes;17;Sedan;45828;Automatic;Diesel;No
7433;62;Woman;2;Public Sector - Manager;Agency;No;19;Sport;54201;Manual;Diesel;No
7435;37;Woman;1;Retired;On-line;No;4;Sedan;28962;Automatic;Diesel;No
7436;74;Woman;2;Independant;On-line;No;11;Sport;54029;Automatic;Diesel;No
7438;25;Man;4 and more;Retired;Agency;No;7;Sport;28925;Automatic;Diesel;Yes
7439;68;Man;0;Public Sector - Manager;On-line;Yes;6;Sport;15622;Manual;Diesel;No
7440;52;Woman;0;Government;On-line;No;19;SUV;40970;Automatic;Petrol;No
7442;29;Woman;2;Retired;Agency;Yes;3;SUV;25063;Automatic;Diesel;No
7443;18;Woman;1;Student;Agency;No;0;SUV;19770;Automatic;Diesel;No
7445;54;Woman;4 and more;Private Sector - Employee;Agency;No;6;Sedan;35151;Automatic;Diesel;No
7446;44;Woman;2;Government;Agency;No;20;SUV;22156;Automatic;Diesel;No
7449;66;Man;1;Independant;Agency;No;19;Sport;18810;Manual;Diesel;No
7450;39;Woman;4 and more;Unemployed;Agency;Yes;19;Sport;32346;Automatic;Petrol;No
7451;49;Woman;0;Private Sector - Employee;Agency;No;11;SUV;20617;Automatic;Diesel;No
7453;31;Woman;1;Unemployed;Agency;Yes;13;Sport;23493;Automatic;Petrol;Yes
7454;66;Woman;2;Private Sector - Director;Agency;No;16;SUV;26099;Manual;Petrol;No
7455;77;Woman;2;Private Sector - Manager;On-line;No;5;Sedan;32187;Automatic;Diesel;No
7456;51;Woman;4 and more;Private Sector - Employee;On-line;No;15;SUV;33593;Manual;Diesel;No
7457;43;Man;2;Public Sector - Director;Agency;Yes;22;SUV;40866;Manual;Diesel;No
7459;45;Woman;4 and more;Public Sector - Manager;Agency;Yes;6;Sedan;21694;Automatic;Diesel;No
7460;24;Man;1;Private Sector - Employee;On-line;No;6;SUV;24629;Automatic;Diesel;No
7461;39;Man;4 and more;Private Sector - Director;On-line;No;21;Sedan;24204;Automatic;Diesel;No
7462;50;Woman;1;Private Sector - Director;Agency;No;20;Sedan;34275;Automatic;Diesel;No
7463;85;Woman;3;Government;On-line;Yes;9;Sport;21800;Manual;Diesel;Yes
7464;76;Woman;0;Private Sector - Director;Agency;No;10;Sedan;19890;Automatic;Petrol;No
7465;73;Man;2;Student;Agency;Yes;14;SUV;10660;Automatic;Diesel;No
7466;32;Woman;4 and more;Public Sector - Director;Agency;No;14;SUV;21058;Manual;Diesel;No
7467;66;Woman;2;Public Sector - Director;Agency;Yes;7;Sedan;19626;Manual;Diesel;No
7468;25;Woman;0;Independant;On-line;Yes;7;Sport;21527;Automatic;Petrol;No
7469;38;Woman;2;Public Sector - Employee;Agency;No;20;Sport;25602;Manual;Diesel;No
7470;44;Woman;3;Public Sector - Employee;Agency;No;21;SUV;21631;Manual;Diesel;No
7471;44;Man;1;Student;Agency;No;12;SUV;21666;Automatic;Petrol;No
7472;48;Man;2;Student;Agency;No;20;Sport;22079;Automatic;Diesel;No
7473;24;Woman;4 and more;Public Sector - Manager;Agency;Yes;6;Sport;26235;Automatic;Diesel;No
7474;51;Man;2;Independant;Agency;No;8;Sport;32432;Automatic;Diesel;No
7475;37;Woman;4 and more;Public Sector - Employee;Agency;No;17;SUV;20005;Automatic;Diesel;No
7477;22;Man;4 and more;Independant;Agency;Yes;4;Sport;22850;Automatic;Petrol;No
7478;65;Man;2;Independant;Agency;No;5;Sedan;24664;Automatic;Diesel;No
7479;20;Man;4 and more;Private Sector - Employee;Agency;No;2;Sedan;33921;Automatic;Diesel;No
7480;71;Woman;2;Unemployed;Agency;No;4;Sedan;29016;Manual;Diesel;No
7481;27;Man;0;Retired;Agency;No;5;Sport;16550;Automatic;Diesel;No
7482;20;Man;2;Private Sector - Employee;Agency;No;2;Sedan;33512;Automatic;Diesel;Yes
7483;52;Man;1;Government;Agency;Yes;5;Sport;8751;Automatic;Diesel;No
7484;72;Man;1;Independant;Agency;No;21;Sport;22857;Automatic;Diesel;Yes
7485;51;Man;2;Private Sector - Manager;Agency;Yes;14;Sedan;37801;Automatic;Petrol;No
7487;57;Man;4 and more;Independant;Agency;No;10;SUV;24355;Automatic;Petrol;No
7488;51;Woman;2;Private Sector - Director;Agency;No;19;SUV;13529;Automatic;Petrol;No
7489;27;Man;0;Independant;Agency;No;9;Sedan;27457;Automatic;Diesel;No
7490;35;Man;1;Public Sector - Manager;On-line;No;17;SUV;39520;Manual;Petrol;No
7491;51;Woman;3;Retired;Agency;No;10;Sport;34232;Automatic;Diesel;No
7492;39;Woman;2;Public Sector - Director;Agency;No;16;Sedan;46624;Automatic;Diesel;No
7495;26;Woman;2;Government;Agency;No;5;Sedan;29251;Automatic;Diesel;No
7496;38;Man;4 and more;Public Sector - Director;Agency;Yes;19;SUV;25319;Automatic;Diesel;No
7499;63;Man;4 and more;Government;Agency;No;21;Sedan;42841;Automatic;Petrol;No
7500;37;Man;1;Private Sector - Manager;Agency;Yes;12;SUV;37052;Manual;Diesel;No
7501;77;Woman;1;Private Sector - Employee;Agency;No;9;SUV;19808;Manual;Diesel;No
7504;19;Man;3;Student;Agency;No;1;Sedan;20570;Automatic;Diesel;No
7505;39;Man;2;Unemployed;On-line;Yes;19;SUV;16264;Automatic;Diesel;No
7508;51;Man;0;Student;On-line;No;5;Sport;26439;Automatic;Diesel;Yes
7509;27;Man;2;Independant;On-line;Yes;9;Sport;27736;Manual;Diesel;No
7510;45;Man;0;Unemployed;Agency;No;9;SUV;27281;Automatic;Diesel;No
7511;18;Woman;4 and more;Independant;Agency;No;0;Sport;23528;Automatic;Petrol;No
7512;44;Man;1;Private Sector - Director;Agency;No;5;Sport;24253;Manual;Petrol;No
7513;19;Woman;4 and more;Student;Agency;No;1;SUV;13348;Automatic;Diesel;No
7514;46;Woman;1;Government;Agency;No;5;Sport;36975;Automatic;Petrol;No
7515;50;Woman;1;Independant;Agency;No;15;Sport;27485;Automatic;Diesel;No
7519;20;Man;4 and more;Unemployed;On-line;No;2;SUV;33179;Automatic;Diesel;No
7521;53;Woman;2;Public Sector - Director;Agency;No;11;Sport;20558;Automatic;Petrol;No
7523;66;Man;0;Public Sector - Manager;On-line;No;22;SUV;28947;Manual;Petrol;No
7524;55;Woman;0;Private Sector - Employee;Agency;No;20;Sport;31768;Manual;Diesel;No
7525;41;Woman;2;Government;On-line;No;8;Sport;33411;Automatic;Petrol;No
7526;41;Man;3;Retired;Agency;Yes;19;Sedan;25462;Automatic;Diesel;No
7527;42;Woman;0;Private Sector - Employee;On-line;No;8;SUV;20964;Manual;Petrol;No
7528;22;Woman;1;Private Sector - Director;On-line;Yes;3;Sport;29688;Manual;Petrol;No
7529;18;Woman;1;Government;Agency;No;0;SUV;25113;Manual;Petrol;No
7531;19;Man;4 and more;Independant;On-line;Yes;1;Sport;27354;Manual;Diesel;No
7532;43;Man;1;Public Sector - Director;Agency;No;10;SUV;22474;Automatic;Diesel;No
7533;72;Man;4 and more;Public Sector - Manager;On-line;No;22;SUV;21463;Automatic;Diesel;No
7534;40;Man;4 and more;Public Sector - Employee;On-line;No;4;Sedan;30245;Manual;Diesel;No
7535;47;Woman;2;Independant;Agency;No;19;Sedan;23510;Manual;Petrol;No
7536;56;Woman;4 and more;Independant;Agency;No;14;SUV;38547;Automatic;Diesel;No
7537;37;Man;2;Independant;On-line;No;14;SUV;18433;Automatic;Diesel;No
7538;22;Man;4 and more;Independant;Agency;Yes;4;SUV;22628;Manual;Petrol;No
7540;48;Man;2;Public Sector - Employee;Agency;No;3;SUV;30072;Manual;Petrol;No
7541;32;Man;2;Private Sector - Manager;Agency;No;14;Sedan;20741;Automatic;Diesel;No
7542;31;Woman;2;Public Sector - Director;Agency;Yes;10;Sport;24063;Manual;Diesel;No
7545;73;Man;2;Public Sector - Employee;Agency;No;5;Sedan;25608;Automatic;Diesel;No
7546;36;Woman;2;Student;Agency;No;3;SUV;34166;Manual;Petrol;No
7547;43;Man;4 and more;Public Sector - Director;Agency;No;6;SUV;29539;Manual;Diesel;No
7548;39;Man;1;Independant;On-line;No;19;Sport;31656;Automatic;Petrol;No
7550;44;Man;1;Independant;Agency;No;16;Sedan;31026;Automatic;Diesel;No
7552;70;Woman;4 and more;Public Sector - Manager;Agency;No;8;Sport;20328;Manual;Petrol;No
7553;64;Woman;0;Public Sector - Employee;Agency;No;17;Sport;17848;Automatic;Diesel;No
7554;23;Woman;4 and more;Private Sector - Manager;On-line;No;5;Sedan;16787;Automatic;Diesel;No
7555;36;Man;4 and more;Student;Agency;Yes;9;SUV;37471;Automatic;Diesel;No
7556;34;Woman;2;Retired;On-line;Yes;16;Sedan;29997;Automatic;Diesel;No
7557;72;Woman;2;Retired;On-line;No;4;SUV;22008;Automatic;Diesel;No
7558;23;Man;2;Public Sector - Manager;Agency;No;5;Sport;34411;Manual;Diesel;No
7559;72;Man;2;Independant;On-line;Yes;9;Sedan;16362;Automatic;Diesel;No
7560;23;Woman;2;Public Sector - Manager;Agency;No;5;SUV;32535;Manual;Diesel;No
7561;49;Woman;2;Independant;Agency;No;3;Sedan;26372;Manual;Petrol;No
7562;46;Man;1;Student;Agency;No;16;SUV;17569;Automatic;Diesel;No
7564;69;Woman;2;Private Sector - Director;On-line;No;4;Sport;15498;Manual;Petrol;No
7565;63;Man;0;Government;On-line;No;3;SUV;32300;Automatic;Diesel;Yes
7566;18;Woman;0;Unemployed;Agency;No;0;Sport;21864;Automatic;Diesel;Yes
7567;51;Man;2;Student;On-line;No;17;Sport;26613;Automatic;Diesel;No
7568;55;Man;2;Public Sector - Director;On-line;No;5;Sedan;29181;Automatic;Diesel;No
7569;43;Woman;4 and more;Independant;Agency;No;12;SUV;36217;Manual;Diesel;No
7570;63;Man;2;Public Sector - Director;Agency;No;6;Sport;16447;Automatic;Diesel;Yes
7573;50;Woman;4 and more;Private Sector - Manager;Agency;No;22;SUV;24021;Automatic;Diesel;No
7574;29;Woman;0;Public Sector - Manager;On-line;No;11;SUV;15891;Automatic;Diesel;No
7575;56;Woman;4 and more;Government;Agency;Yes;21;SUV;17334;Automatic;Diesel;No
7576;37;Woman;2;Government;Agency;No;16;Sport;17106;Automatic;Diesel;No
7577;32;Man;4 and more;Public Sector - Director;Agency;No;14;SUV;27788;Automatic;Diesel;No
7578;33;Woman;1;Student;Agency;No;3;SUV;18050;Automatic;Petrol;No
7579;73;Man;4 and more;Retired;Agency;No;8;Sport;21053;Automatic;Diesel;No
7580;26;Man;4 and more;Public Sector - Manager;On-line;No;8;SUV;21744;Automatic;Petrol;No
7582;66;Woman;4 and more;Independant;Agency;No;18;Sport;18053;Automatic;Petrol;No
7583;56;Woman;4 and more;Unemployed;Agency;No;18;SUV;22037;Manual;Diesel;No
7584;77;Man;1;Public Sector - Manager;Agency;No;11;SUV;19260;Automatic;Petrol;No
7585;70;Man;4 and more;Unemployed;Agency;No;3;Sport;20499;Automatic;Diesel;No
7586;70;Woman;4 and more;Public Sector - Manager;Agency;No;15;Sport;33127;Manual;Petrol;Yes
7587;22;Man;2;Private Sector - Employee;On-line;Yes;4;Sport;25497;Manual;Petrol;No
7588;54;Man;4 and more;Independant;Agency;No;10;Sport;26079;Manual;Diesel;No
7589;43;Man;4 and more;Private Sector - Manager;On-line;No;3;SUV;33566;Automatic;Petrol;No
7590;43;Man;2;Private Sector - Employee;On-line;No;22;Sedan;27412;Automatic;Diesel;No
7591;23;Man;4 and more;Student;Agency;No;5;Sedan;26419;Automatic;Diesel;No
7592;25;Man;2;Public Sector - Manager;Agency;No;7;Sedan;16821;Manual;Diesel;No
7593;49;Woman;0;Retired;On-line;No;20;SUV;33749;Manual;Petrol;No
